AUFIRGPROMANKW-UHFFFAOYSA-N,0.055116457071858,-0.061674346579267,,7.461,N3
WSLDOOZREJYCGB-UHFFFAOYSA-N,0.070462114915843,-0.03261591436778,,2.369,0
ZSSWXNPRLJLCDU-UHFFFAOYSA-N,0.03932825019526,-0.100819420169733,,10.08,PO
WJYIASZWHGOTOU-UHFFFAOYSA-N,0.074722358665249,-0.080372712006257,,7.725,N1
YHQMSHVVGOSZEW-UHFFFAOYSA-N,0.045561057671499,-0.082153394018945,,8.967,PO
VNXYDFNVQBICRO-UHFFFAOYSA-N,0.07513823074034,-0.042753632089685,,2.151,0
KFDVPJUYSDEJTH-UHFFFAOYSA-N,0.211696977472519,-0.045166431753033,,7.394,Py
JNELGWHKGNBSMD-UHFFFAOYSA-N,0.050753553779405,-0.072359770146425,,6.083,0
YHRUOJUYPBUZOS-UHFFFAOYSA-N,0.416823207900457,-0.025139395381199,,1.929,0
XDOKVFJJVSLHDJ-UHFFFAOYSA-N,0.078055151287471,-0.090514009393367,,7.839,PO
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,0.047781175278912,-0.077367085374201,,5.772,0
DCNUQRBLZWSGAV-UHFFFAOYSA-N,0.115036496551625,-0.082198788636864,,6.195,0
POLCUAVZOMRGSN-UHFFFAOYSA-N,0.036564539055411,-0.069618212501439,,5.195,0
HUTDHWXNOSDRBN-UHFFFAOYSA-N,0.233288855545078,-0.060868413907112,,7.994,0
OKDGRDCXVWSXDC-UHFFFAOYSA-N,0.127195293702089,-0.053346107704172,,5.395,Py
MXHTZQSKTCCMFG-UHFFFAOYSA-N,10.1065935604274,-0.026394160020349,,3.79,XX
XZMCDFZZKTWFGF-UHFFFAOYSA-N,0.115766083699125,-0.091775557121027,,5.55,CN
KSMVZQYAVGTKIV-UHFFFAOYSA-N,0.04384491272061,-0.063539251963698,,4.738,0
VAYTZRYEBVHVLE-UHFFFAOYSA-N,0.087187766451239,-0.070851867806356,,4.595,CO3
RWCCWEUUXYIKHB-UHFFFAOYSA-N,0.047374897947982,-0.072777454415171,,5.439,0
HPNMFZURTQLUMO-UHFFFAOYSA-N,0.050145111278024,-0.065599599896604,,7.872,N2
QPJVMBTYPHYUOC-UHFFFAOYSA-N,0.175671248394311,-0.059518809629752,,5.039,CO2
QPKDBLGFWZSDSB-UHFFFAOYSA-N,0.516788504585982,-0.052304363087483,,4.899,0
WEVYAHXRMPXWCK-UHFFFAOYSA-N,0.067396933846527,-0.066957392680599,,5.084,CN
ZMANZCXQSJIPKH-UHFFFAOYSA-N,0.086700456766211,-0.062419482145398,,7.508,N3
HZXRDAIBHPCJLE-UHFFFAOYSA-N,23.1037478528548,-0.065052870204248,,5.89,XX
HCEKGPAHZCYRBZ-UHFFFAOYSA-N,0.100188781658563,-0.060390425604746,,4.906,0
IQZZFVDIZRWADY-UHFFFAOYSA-N,0.08471279861827,-0.083139912904807,,5.95,CO2
CQQUWTMMFMJEFE-UHFFFAOYSA-N,0.067864482269712,-0.069607367002412,,7.017,0
ZNSMNVMLTJELDZ-UHFFFAOYSA-N,0.04323544462817,-0.028524694847009,,2.995,0
ALCDAWARCQFJBA-UHFFFAOYSA-N,0.044941072743946,-0.047443735142288,,3.4,mdd
SHOJXDKTYKFBRD-UHFFFAOYSA-N,0.080786559542128,-0.087792216281228,,5.761,0
PKAHQJNJPDVTDP-UHFFFAOYSA-N,0.039177315890385,-0.06574518990608,,5.55,CO2
IENJMFWWRIWLIW-UHFFFAOYSA-N,0.125638765859202,-0.057561915141154,,4.906,0
QQZOPKMRPOGIEB-UHFFFAOYSA-N,0.049721690914385,-0.077112096638297,,5.684,0
HXJUTPCZVOIRIF-UHFFFAOYSA-N,0.119555269641756,-0.083241555260449,,6.328,SO
OOWFYDWAMOKVSF-UHFFFAOYSA-N,0.095228096850642,-0.080833842652085,,5.078,CN
JMMWKPVZQRWMSS-UHFFFAOYSA-N,0.097288165684505,-0.076735604865816,,5.617,CO2
ROSDSFDQCJNGOL-UHFFFAOYSA-N,0.09949669352874,-0.089224826628776,,8.083,N2
DZBUGLKDJFMEHC-UHFFFAOYSA-N,0.046214363661713,-0.06861938433531,,7.394,Py
IMNIMPAHZVJRPE-UHFFFAOYSA-N,0.027886629398626,-0.058697381418099,,8.923,N3
XXROGKLTLUQVRX-UHFFFAOYSA-N,0.35624783739885,-0.074517910418806,,4.841,OH
YRKCREAYFQTBPV-UHFFFAOYSA-N,0.06629507065834,-0.066304120215145,,5.061,0
UQEAIHBTYFGYIE-UHFFFAOYSA-N,0.037695801214657,-0.038553847806238,,1.884,0
MTAODLNXWYIKSO-UHFFFAOYSA-N,0.121870699373563,-0.051444440144888,,5.173,Py
ZCQWOFVYLHDMMC-UHFFFAOYSA-N,0.103193587330351,-0.090810883831325,,5.768,Py
UPOSSYJVWXLPTA-UHFFFAOYSA-N,22.0707203468722,-0.07386182310486,,5.728,0
VPYJNCGUESNPMV-UHFFFAOYSA-N,0.248707099198228,-0.08576786708235,,6.143,N3
QZVQQUVWFIZUBQ-UHFFFAOYSA-N,0.080682860666954,-0.037564531551929,,3.742,0
SKECXRFZFFAANN-UHFFFAOYSA-N,0.085233973259539,-0.0644007041485,,5.395,0
PWXRDOSRCIGJDM-UHFFFAOYSA-N,0.138979722850552,-0.051903819748462,,3.502,0
MVPPADPHJFYWMZ-UHFFFAOYSA-N,0.072991426129798,-0.021325193357514,,1.753,0
XQAACMFZWHCPPN-UHFFFAOYSA-N,0.170928306866045,-0.085701600867632,,7.159,0
PAMIQIKDUOTOBW-UHFFFAOYSA-N,0.028001973783635,-0.061208694139015,,7.75,N3
HONIICLYMWZJFZ-UHFFFAOYSA-N,0.063797475260429,-0.081300183072907,,8.816,N2
