AAADKYXUTOBAGS-OIBJUYFYSA-N,0.032774,-0.046593
AAAXMNYUNVCMCJ-UHFFFAOYSA-N,0.050471,-0.015816
AATNZNJRDOVKDD-UHFFFAOYSA-N,0.036236,-0.083911
ABXGMGUHGLQMAW-UHFFFAOYSA-N,0.053711,-0.05749
ADSOSINJPNKUJK-UHFFFAOYSA-N,0.041518,-0.069601
AEKVBBNGWBBYLL-UHFFFAOYSA-N,0.057648,-0.066194
AFHUWZFARIICFX-UHFFFAOYSA-N,0.048616,-0.067214
AGSPXMVUFBBBMO-UHFFFAOYSA-N,0.068562,-0.067392
AHHWIHXENZJRFG-UHFFFAOYSA-N,0.032265,-0.066227
AHJWSRRHTXRLAQ-UHFFFAOYSA-N,0.028336,-0.045609
AIMREYQYBFBEGQ-UHFFFAOYSA-N,0.044764,-0.059159
AJFDBNQQDYLMJN-UHFFFAOYSA-N,0.041137,-0.081892
AKODNVGCZKBUNT-UHFFFAOYSA-N,0.050446,-0.072556
AKQWEDMTPCAESO-UHFFFAOYSA-N,0.047636,-0.070774
ALCDAWARCQFJBA-UHFFFAOYSA-N,0.030204,-0.04295
ANGGPYSFTXVERY-UHFFFAOYSA-N,0.035604,-0.025037
AOPDRZXCEAKHHW-UHFFFAOYSA-N,0.020314,-0.060376
APLHDUWNMGJBFD-UHFFFAOYSA-N,0.077437,-0.057889
AQEFLFZSWDEAIP-UHFFFAOYSA-N,0.02949,-0.058698
AQNQQHJNRPDOQV-UHFFFAOYSA-N,0.035403,-0.029714
AQNQZLOSBFEYBX-LURJTMIESA-N,0.04173,-0.079506
ARKIFHPFTHVKDT-UHFFFAOYSA-N,0.055287,-0.053378
ASUDFOJKTJLAIK-UHFFFAOYSA-N,0.051983,-0.070818
ATDGTVJJHBUTRL-UHFFFAOYSA-N,0.083259,-0.056687
ATHHXGZTWNVVOU-UHFFFAOYSA-N,0.092562,-0.077368
ATVJXMYDOSMEPO-UHFFFAOYSA-N,0.032687,-0.060717
AUFIRGPROMANKW-UHFFFAOYSA-N,0.02799,-0.061928
AUHZEENZYGFFBQ-UHFFFAOYSA-N,0.027917,-0.032645
AUQDITHEDVOTCU-UHFFFAOYSA-N,0.056195,-0.072019
AVFZOVWCLRSYKC-UHFFFAOYSA-N,0.022412,-0.061513
AVPYQKSLYISFPO-UHFFFAOYSA-N,0.054874,-0.058955
AVQQQNCBBIEMEU-UHFFFAOYSA-N,0.035343,-0.079625
AWJUIBRHMBBTKR-UHFFFAOYSA-N,0.042552,-0.069071
AZQWKYJCGOJGHM-UHFFFAOYSA-N,0.052063,-0.050157
BAPJBEWLBFYGME-UHFFFAOYSA-N,0.043911,-0.061784
BATDBURDIROQFJ-SOFGYWHQSA-N,0.046716,-0.069026
BAVYZALUXZFZLV-UHFFFAOYSA-N,0.052798,-0.071556
BAYUSCHCCGXLAY-UHFFFAOYSA-N,0.052864,-0.065731
BBLDTXFLAHKYFJ-UHFFFAOYSA-N,0.027283,-0.063798
BDERNNFJNOPAEC-UHFFFAOYSA-N,0.08702,-0.060564
BEZDDPMMPIDMGJ-UHFFFAOYSA-N,0.025057,-0.036088
BGJSXRVXTHVRSN-UHFFFAOYSA-N,0.038369,-0.049124
BGNGWHSBYQYVRX-UHFFFAOYSA-N,0.053123,-0.075169
BGTOWKSIORTVQH-UHFFFAOYSA-N,0.038549,-0.06748
BHAAPTBBJKJZER-UHFFFAOYSA-N,0.069612,-0.055509
BHHGXPLMPWCGHP-UHFFFAOYSA-N,0.055396,-0.069094
BIPUHAHGLJKIPK-UHFFFAOYSA-N,0.043597,-0.071419
BLKXLEPPVDUHBY-UHFFFAOYSA-N,0.035013,-0.079472
BLXSFCHWMBESKV-UHFFFAOYSA-N,0.039071,-0.023772
BMVXCPBXGZKUPN-UHFFFAOYSA-N,0.052135,-0.070975
BNLLHLUAOXAUNQ-UHFFFAOYSA-N,0.096867,-0.058354
BNUHAJGCKIQFGE-UHFFFAOYSA-N,0.059652,-0.061938
BOHCMQZJWOGWTA-UHFFFAOYSA-N,0.049007,-0.070416
BRLQWZUYTZBJKN-VKHMYHEASA-N,0.048394,-0.052656
BRRVYBRXLUEEJP-UHFFFAOYSA-N,0.049031,-0.073466
BSKHPKMHTQYZBB-UHFFFAOYSA-N,0.042512,-0.068708
BUDQDWGNQVEFAC-UHFFFAOYSA-N,0.031601,-0.050755
BULLHNJGPPOUOX-UHFFFAOYSA-N,0.053881,-0.055941
BUZYGTVTZYSBCU-UHFFFAOYSA-N,0.053874,-0.061352
BVSPJPNNLDIUFE-UHFFFAOYSA-N,0.046584,-0.066466
BWHOZHOGCMHOBV-BQYQJAHWSA-N,0.048104,-0.069231
BWZVCCNYKMEVEX-UHFFFAOYSA-N,0.03603,-0.071301
BXRFQSNOROATLV-UHFFFAOYSA-N,0.064662,-0.049791
BYEAHWXPCBROCE-UHFFFAOYSA-N,0.111874,-0.032117
BZLVMXJERCGZMT-UHFFFAOYSA-N,0.026928,-0.060547
CDNHLXOFELOEOL-UHFFFAOYSA-N,0.098157,-0.050957
CDQSTBHGKNNPSY-UHFFFAOYSA-N,0.040315,-0.081841
CELKOWQJPVJKIL-UHFFFAOYSA-N,0.052796,-0.06203
CFPIZMWTMRWZRO-UHFFFAOYSA-N,0.051316,-0.069894
CGHIBGNXEGJPQZ-UHFFFAOYSA-N,0.057235,-0.03612
CGZZMOTZOONQIA-UHFFFAOYSA-N,0.035237,-0.069347
CLWIJUQLAFJNOF-UHFFFAOYSA-N,0.07177,-0.062276
CODXZFSZJFCVBE-UHFFFAOYSA-N,0.046966,-0.069818
CPWSNJSGSXXVLD-CHIWXEEVSA-N,0.024674,-0.048008
CQQUWTMMFMJEFE-UHFFFAOYSA-N,0.05268,-0.074133
CSCPPACGZOOCGX-UHFFFAOYSA-N,0.041971,-0.066192
CSJAXRKDCCWCSJ-UHFFFAOYSA-N,0.063707,-0.086139
CSVFWMMPUJDVKH-UHFFFAOYSA-N,0.054263,-0.049305
CSYLYUAMXUGIFE-UHFFFAOYSA-N,0.049314,-0.048939
CTAPFRYPJLPFDF-UHFFFAOYSA-N,0.062249,-0.064849
CTQNGGLPUBDAKN-UHFFFAOYSA-N,0.029851,-0.031675
CUYKNJBYIJFRCU-UHFFFAOYSA-N,0.082231,-0.072882
CVQUWLDCFXOXEN-UHFFFAOYSA-N,0.063095,-0.075356
CWHFDTWZHFRTAB-UHFFFAOYSA-N,0.051719,-0.066766
CYFPVACSJLXVCA-UHFFFAOYSA-N,0.080744,-0.089162
CYNYIHKIEHGYOZ-UHFFFAOYSA-N,0.039424,-0.027392
CYSGHNMQYZDMIA-UHFFFAOYSA-N,0.040547,-0.080219
