,Experiment,AIMNET,ATX,ATXclean,MOMOL_AM1,MOMOL_MNDOD,MOMOL_MNDO,MOMOL_PM3,MOMOL_PM6,MOMOL_PM7,MPC_AM1,MPC_MNDOD,MPC_MNDO,MPC_PM3,MPC_PM6,MPC_PM7,NWChem,PySCF,w06-2x+def2-TZVPP,wB97x+def2-TZVPP(partial)
DENRZWYUOJLTMF-UHFFFAOYSA-N,4.839,0.15251243,0.060511115,,0.16596657,0.17633498,0.15255776,0.1608154,0.1774502,0.18159361,0.0430681,,0.04803417,0.04199319,,,0.057464,,0.060346,0.057942754
DGVORXWMCNREFA-UHFFFAOYSA-N,7.004,0.17806223,0.072411872,0.072411872,0.09934887,0.091507174,0.09149173,0.103524685,0.14394207,0.14438727,0.03923336,0.03699018,0.0370158,0.03216899,0.05147888,0.05089978,0.069111,,0.071321,0.073803413
DHIVLKMGKIZOHF-UHFFFAOYSA-N,3.106,0.10284554,0.04973355,0.04973355,0.07442262,0.0826216,0.082554,0.060337562,0.09166103,0.09713457,0.02136401,0.03491622,0.03491579,0.02345145,0.02729693,0.02716891,0.042435,0.049131833,0.044825,0.046908801
DHXVGJBLRPWPCS-UHFFFAOYSA-N,5.795,0.11962837,0.06666315,0.06666315,0.09867288,0.088208735,0.08824372,0.084119946,0.16127369,0.14377025,0.03120766,0.03860112,0.03860131,0.02522637,0.04493432,0.04048081,0.063907,0.064444589,0.064054,0.061980373
DHYHYLGCQVVLOQ-UHFFFAOYSA-N,3.437,,0.030640631,0.030640631,0.13027312,0.06382695,0.0523274,0.10306273,0.10141982,0.1126657,0.0408487,,0.03649753,0.03495753,,,0.029684,,0.026448,0.026570364
DKGAVHZHDRPRBM-UHFFFAOYSA-N,5.665,0.16365907,0.069509626,0.069509626,0.09706368,0.076506086,0.0765068,0.082562454,0.16188723,0.16023894,0.0292536,0.03620074,0.03620714,0.02360264,0.04499347,0.04131242,0.065004,,0.063832,0.06562044
DKLYDESVXZKCFI-UHFFFAOYSA-N,7.372,0.17677186,0.068470378,0.068470378,0.13692155,0.13089292,0.13091339,0.13804524,0.168373,0.17612435,0.05983411,0.05965137,0.05974342,0.0592005,0.06223493,0.06703754,0.074837,0.089299703,,0.088262714
DKNWSYNQZKUICI-CHIWXEEVSA-N,8.194,0.1798833,0.076683008,0.076683008,0.080197856,0.052690454,0.052691128,0.024241064,0.1290652,0.15029886,0.04020899,0.03833631,0.03833735,0.03410431,0.0549478,0.05827004,0.076842,,0.071006,0.070594305
DKPFZGUDAPQIHT-UHFFFAOYSA-N,5.572,0.16354492,0.066652875,0.066652875,0.12134865,0.11467386,0.11465037,0.1205522,0.15866175,0.15566504,0.03823523,0.04434068,0.04434261,0.03667273,0.04640826,0.04315127,0.06496,0.078518281,0.066234,0.07749023
DMBHHRLKUKUOEG-UHFFFAOYSA-N,3.24,0.12062275,0.042762793,0.042762793,0.11454868,0.06287269,0.06313311,0.10442422,0.1226637,0.124088645,0.0482675,0.03752405,0.03730366,0.03867175,0.05217112,0.05864914,0.030753,,0.029085,0.029091504
DPBLXKKOBLCELK-UHFFFAOYSA-N,7.83,0.18031254,0.07921306,0.07921306,0.079874784,0.05153475,0.051507924,0.026240384,0.12729535,0.14764103,0.04164398,0.03742605,0.03742669,0.03405482,0.05485168,0.05831731,0.078235,0.003934674,0.070973,0.004491149
DQWPFSLDHJDLRL-UHFFFAOYSA-N,8.781,,0.082034463,0.082034463,0.24241336,0.15901849,0.17456092,0.17745633,0.21729696,0.14289692,0.07388287,,0.0608222,0.04954552,,,0.081876,0.098104458,0.08563,0.094297885
DQWXPGSGBJVHPN-UHFFFAOYSA-N,7.64,0.17318977,0.080839114,0.080839114,0.13458899,0.119503774,0.12000775,0.13421261,0.19215834,0.1892879,0.02496486,0.0327981,0.03283895,0.01133701,0.04366869,0.0385859,0.072026,,,0.032047423
DQYDFMBXYUTXOK-UHFFFAOYSA-N,7.66,0.1994741,0.079757271,0.079757271,0.15661204,0.12656195,0.12631743,0.15222134,0.19784124,0.19654256,0.07140382,0.0530589,0.05356977,0.06352556,0.07684392,0.08009893,0.082336,0.003920124,,0.004036569
DRUIESSIVFYOMK-UHFFFAOYSA-N,2.344,0.09941918,0.044580586,0.044580586,0.024330497,0.011209387,0.010097871,0.05126477,0.027073521,0.038066838,0.01936213,,0.01248736,0.03007037,,,0.04747,0.046129687,0.050196,0.04719903
DSGZADFUTPZEMZ-UHFFFAOYSA-N,5.639,0.16208598,0.058974862,0.058974862,0.12398013,0.09027736,0.07377261,0.13009933,0.19286235,0.17385064,0.06131953,,0.04117719,0.06558879,,,0.068665,,0.063403,0.074335706
DSSYKIVIOFKYAU-XCBNKYQSSA-N,5.972,0.1556976,0.065955495,0.065955495,0.10666525,0.09173301,0.09175663,0.10396752,0.16218299,0.15562479,0.03506538,0.03882315,0.0388221,0.03236616,0.04829643,0.0445458,0.066197,0.080888143,0.068101,0.081109754
DSWNRHCOGVRDOE-ONEGZZNKSA-N,10.03,0.18974203,0.078769079,0.078769079,0.09887427,0.08633406,0.08631359,0.06348256,0.14535646,0.1641781,0.0407823,0.04359389,0.04359243,0.04094046,0.05321674,0.0560196,0.080286,0.108338285,0.078575,0.102143349
DULCUDSUACXJJC-UHFFFAOYSA-N,5.395,0.16015786,0.063334117,0.063334117,0.12120549,0.116351366,0.11628982,0.11836836,0.15364233,0.14947814,0.04277078,0.0443902,0.04438508,0.03526957,0.04815948,0.04848454,0.061165,0.074684353,0.062358,0.072644603
DURPTKYDGMDSBL-UHFFFAOYSA-N,5.02,0.15361698,0.068590461,0.068590461,0.10273513,0.08270693,0.082704365,0.085397586,0.17063934,0.15624249,0.03060121,0.03655334,0.0365517,0.02438995,0.0478923,0.04443866,0.056278,0.008954544,0.054594,0.009091259
DVVGIUUJYPYENY-UHFFFAOYSA-N,8.772,0.19167888,0.082281115,0.082281115,0.13352802,0.12040557,0.120393604,0.13656907,0.1772865,0.17379938,0.04231707,0.04819377,0.0481949,0.04278721,0.05117873,0.04853783,0.080386,0.093462032,0.08191,0.09151116
DWPLEOPKBWNPQV-UHFFFAOYSA-N,6.039,0.13236772,0.053497916,0.053497916,0.10116725,0.09809646,0.09812323,0.09579261,0.14286116,0.13720028,0.04300011,0.03573597,0.03573634,0.03604382,0.04542103,0.04588356,,0.069384092,,0.066071393
DXVVZIGSMCTRDV-UHFFFAOYSA-N,8.861,0.22180325,,,0.22807051,0.23209271,0.23552473,0.21305376,0.24514636,0.23954764,0.07266517,,0.0869874,0.06938816,,,,,,0.095186006
DZBUGLKDJFMEHC-UHFFFAOYSA-N,7.394,0.1313837,0.066075804,0.066075804,0.116707146,0.08065623,0.08065639,0.09502561,0.122313604,0.13988003,0.03824843,0.0344291,0.03443215,0.03442065,0.04193333,0.04431231,0.066333,0.068619384,0.063815,0.067066597
FAXDZWQIWUSWJH-UHFFFAOYSA-N,8.061,0.18073544,0.077225999,0.077225999,0.102118954,0.08268875,0.082624786,0.08636319,0.1602513,0.14429514,0.04059599,0.03793377,0.03795871,0.03426249,0.05470399,0.05816583,0.078064,0.093936982,0.071051,0.088255426
FDDDTDSPQXLQFY-UHFFFAOYSA-N,7.24,0.1870373,0.064342441,0.064342441,0.10504558,0.096386075,0.07840974,0.10540894,0.18091796,0.16570091,0.04272632,,0.03394276,0.04222197,,,0.062042,0.066561399,0.058457,0.068667243
FDPIMTJIUBPUKL-UHFFFAOYSA-N,5.595,0.16044909,0.062638878,0.062638878,0.10827385,0.09510865,0.09513211,0.10591,0.16275814,0.15735726,0.03377281,0.03912115,0.0391039,0.03206464,0.0466197,0.04273237,0.065821,0.081452753,0.067881,0.079821473
FERIUCNNQQJTOY-UHFFFAOYSA-N,4.944,0.15926698,0.060289191,0.060289191,0.11811512,0.11331313,0.11326077,0.12034089,0.14688094,0.14503592,0.03657225,0.04309,0.04309217,0.03632104,0.04066401,0.03726575,0.060628,0.070605996,0.061428,0.068782915
FEWLNYSYJNLUOO-UHFFFAOYSA-N,7.661,0.18531924,0.075631708,0.075631708,0.13065654,0.11625935,0.11623792,0.1227516,0.1844852,0.1802087,0.04129162,0.04661356,0.04661061,0.03713968,0.05282178,0.04940336,0.07757,0.081426367,0.080723,0.080415649
FFCSRWGYGMRBGD-UHFFFAOYSA-N,3.6,,0.029317624,0.029317624,0.15439238,0.08362488,0.094238594,0.10725638,0.10709453,0.12335552,,,,,,,0.027265,,0.025998,
FFNVQNRYTPFDDP-UHFFFAOYSA-N,4.95,0.13976476,0.06473516,0.06473516,0.07701549,0.06879225,0.068755776,0.058511704,0.08907517,0.10307145,0.03258555,0.03729378,0.03729691,0.03885651,0.04052982,0.04176023,0.068569,,0.067772,0.075474769
FGLBSLMDCBOPQK-UHFFFAOYSA-N,3.973,0.115988955,0.061201506,0.061201506,0.123945296,0.122982144,0.12296578,0.1309671,0.13436036,0.13029128,0.0544294,0.0530477,0.05304458,0.04789095,0.05920401,0.06091279,0.056175,0.064957438,0.05776,0.064286981
FGWQRDGADJMULT-UHFFFAOYSA-N,9.016,0.14773786,0.071804679,0.071804679,0.1291426,0.07083109,0.07081735,0.11307669,0.15295896,0.1549913,0.04792862,0.03973521,0.03974293,0.04599208,0.0543005,0.05877718,0.080643,,0.079048,0.082420403
FHUDAMLDXFJHJE-UHFFFAOYSA-N,2.929,0.10276589,0.049174969,0.049174969,0.05580221,0.06484252,0.06484297,0.05820223,0.09076681,0.08367591,0.02420115,0.026818,0.02681816,0.02048908,0.03154622,0.02792023,0.049213,0.053802603,0.048573,0.052793123
FHUODBDRWMIBQP-UHFFFAOYSA-N,5.572,0.16841948,0.069351525,0.069351525,0.12090339,0.12176222,0.12169037,0.122809015,0.16251774,0.1561157,0.03657373,0.04611769,0.04611763,0.03557812,0.04693169,0.04388225,0.065736,0.066602945,0.065636,0.06280665
FJBFPHVGVWTDIP-UHFFFAOYSA-N,1.507,,0.025301556,0.025301556,0.033952236,0.018669214,0.02334037,0.025618957,0.047061242,0.039440103,0.01093452,,0.01026451,0.008949174,,,0.019412,,0.018698,0.01763369
FJDUDHYHRVPMJZ-UHFFFAOYSA-N,7.93,0.19464625,0.078014968,0.078014968,0.08113362,0.05050304,0.050423767,0.029079273,0.11568621,0.15117726,0.04083727,0.0368756,0.03687914,0.03385924,0.05582815,0.05923892,0.077486,,0.070336,0.001282254
FJKIXWOMBXYWOQ-UHFFFAOYSA-N,3.284,0.116633356,0.049535177,0.049535177,0.107222006,0.08398773,0.08397996,0.08309916,0.15484737,0.14104393,0.03443117,0.03409892,0.03409826,0.02771504,0.04573256,0.04034735,0.050148,,0.050367,0.052034544
FKNQCJSGGFJEIZ-UHFFFAOYSA-N,7.661,0.13280345,0.062928191,0.062928191,0.1209385,0.06872134,0.06872231,0.09635094,0.12549922,0.13542172,0.03425635,0.03951545,0.03951701,0.04221805,0.0466979,0.04795181,0.07293,0.066559846,0.071889,0.066179433
FKRCODPIKNYEAC-UHFFFAOYSA-N,5.461,0.1672407,0.068056811,0.068056811,0.12193935,0.11354673,0.113637865,0.12001125,0.15957063,0.15771116,0.03621955,0.0423555,0.04236224,0.03573806,0.04556437,0.04244771,0.063389,0.064519677,0.064182,0.063284728
FLFWJIBUZQARMD-UHFFFAOYSA-N,5.817,0.14713827,0.052085587,0.052085587,0.08692543,0.07074275,0.06399786,0.091282606,0.1307414,0.10549235,0.03694993,,0.03541275,0.04169403,,,0.059834,,0.054961,0.05944674
FMKOJHQHASLBPH-UHFFFAOYSA-N,2.2,,0.019122035,0.019122035,0.040109567,0.021107199,0.021803983,0.05157212,0.07010468,0.055404466,,,,,,,0.025998,0.024016439,0.02395,
FMVJYQGSRWVMQV-UHFFFAOYSA-N,4.462,0.15347329,0.06351714,0.06351714,0.10910193,0.108833745,0.10876027,0.10989654,0.1448215,0.14105071,0.04134477,0.04285142,0.04286112,0.04031833,0.04574756,0.04433385,0.061139,0.058620004,0.060969,0.058691047
FRGXNJWEDDQLFH-UHFFFAOYSA-N,7.416,0.12976378,0.063774937,0.063774937,0.123154975,0.06861125,0.068601996,0.09765091,0.13169883,0.13960767,0.03974203,0.03905905,0.03906076,0.04170946,0.04678163,0.048131,0.073103,0.082246466,0.072009,0.080414977
FSPSELPMWGWDRY-UHFFFAOYSA-N,5.506,0.15915379,0.066158737,0.066158737,0.10959114,0.09849127,0.098519064,0.103885,0.15639386,0.14726084,0.03224634,0.03995469,0.03995403,0.03161741,0.04425359,0.0395383,0.066158,0.077138821,0.066889,0.074670629
FTAHXMZRJCZXDL-UHFFFAOYSA-N,7.861,0.19663212,0.077783488,0.077783488,0.12509927,0.07227788,0.07225244,0.07155655,0.17388266,0.19728477,0.04468511,0.04161412,0.0416157,0.0421823,0.0627045,0.06910599,0.070576,0.080003042,0.066478,0.076633947
FUCOMWZKWIEKRK-UHFFFAOYSA-N,2.4,,0.020328215,0.020328215,0.03840472,0.02150746,0.031399976,0.049183056,0.068964675,0.053210687,,,,,,,0.027697,0.026161992,0.025589,
FUNXVDFRBZQHKX-UHFFFAOYSA-N,6.324,0.17301348,0.080096686,0.080096686,0.13911432,0.11988413,0.119860835,0.11373316,0.15226606,0.1649285,0.04687149,0.050666,0.05066662,0.05865329,0.0556992,0.05716436,0.081033,,0.079046,0.077649567
FVSKHRXBFJPNKK-UHFFFAOYSA-N,5.195,0.15840988,0.071174715,0.071174715,0.06583251,0.051639132,0.05163953,0.06461784,0.09631708,0.10776138,0.02430754,0.02868781,0.02868809,0.04109763,0.03732883,0.03901102,0.071463,0.067390355,0.071174,0.066270937
FXHOOIRPVKKKFG-UHFFFAOYSA-N,8.483,0.19098389,0.081284273,0.081284273,0.13537155,0.11980544,0.11977014,0.12678272,0.19234538,0.1898047,0.04109403,0.04693859,0.0469395,0.03733999,0.05587465,0.05435747,0.077622,0.09338716,0.080645,0.091466397
FYHIXFCITOCVKH-UHFFFAOYSA-N,5.995,0.18842117,0.062961252,0.062961252,0.11370005,0.107965946,0.08697959,0.105538115,0.18363397,0.16892178,0.04681822,,0.02963272,0.03924185,,,0.058125,0.059902226,0.054082,0.06247859
FZUGPQWGEGAKET-UHFFFAOYSA-N,6.283,0.1817117,0.073886527,0.073886527,0.13122198,0.11523551,0.11560564,0.12598783,0.17429635,0.16834469,0.03994395,0.04610458,0.04603182,0.03641028,0.05072885,0.04785262,0.070974,0.086454863,0.07064,0.082085453
FZWLAAWBMGSTSO-UHFFFAOYSA-N,7.283,0.1314514,0.056418135,0.056418135,0.124367096,0.09665888,0.09050794,0.09100972,0.100830466,0.121334784,0.0398922,,0.04033069,0.04231981,,,0.063747,,0.065143,0.076489344
GAEKPEKOJKCEMS-BYPYZUCNSA-N,6.239,0.17706273,0.076010854,0.076010854,0.12675847,0.11065375,0.110672474,0.12016916,0.163716,0.158769,0.0525385,0.05329603,0.05327336,0.04391626,0.06244925,0.05640722,0.073352,0.087588322,0.074838,0.086119902
GBBZLMLLFVFKJM-UHFFFAOYSA-N,1.6,,0.013006646,0.013006646,0.046701893,0.009052551,0.027295839,0.023230901,0.030794274,0.023125984,,,,,,,0.013358,,0.012354,
GBCKRQRXNXQQPW-UHFFFAOYSA-N,7.328,0.13458318,0.052788529,0.052788529,0.11326599,0.08362041,0.08386475,0.055070218,0.14815369,0.17808968,0.05047253,0.03937972,0.03930495,0.04436099,0.06830795,0.07174197,0.066432,,0.065306,0.067517508
GCDVQIPVANUWJO-UHFFFAOYSA-N,8.75,0.17478865,0.078677688,0.078677688,0.13256101,0.10801917,0.10792151,0.10333726,0.14620316,0.15939596,0.05373408,0.04860383,0.04860594,0.06087767,0.06425547,0.0677409,0.082538,0.102332366,0.080916,0.095282524
GCUVJAHASMTIRG-UHFFFAOYSA-N,5.95,0.19034074,0.079615049,0.079615049,0.124233566,0.10129899,0.10170735,0.10646271,0.151877,0.14137647,0.05482034,0.04413457,0.04398891,0.04594335,0.05474174,0.05707292,0.075398,,,0.070846548
GEOWCLRLLWTHDN-UHFFFAOYSA-N,4.506,0.13180211,0.053967143,0.053967143,0.10783825,0.098245576,0.09822854,0.095157444,0.11834071,0.118522845,0.03541227,0.03727549,0.03727711,0.03123215,0.0381413,0.03829256,0.053029,,0.053394,0.062716402
GETQZCLCWQTVFV-UHFFFAOYSA-N,7.794,0.11328384,0.047234242,0.047234242,0.0925022,0.08013828,0.080180354,0.03326697,0.12487299,0.15429644,0.04121652,0.03738807,0.03738945,0.03858196,0.05746814,0.06063744,0.062872,,0.061723,0.045629919
GGDYAKVUZMZKRV-UHFFFAOYSA-N,4.326,0.12208783,0.05263585,0.05263585,0.06483293,0.07552547,0.07550847,0.05728442,0.123160794,0.11737768,0.01931213,0.03237831,0.03237848,0.02036123,0.03134864,0.02751723,0.051157,,0.048793,0.047571606
GGSUCNLOZRCGPQ-UHFFFAOYSA-N,4.877,0.14042296,0.056666639,0.056666639,0.1306764,0.074356616,0.07424219,0.11454726,0.15355866,0.15718962,0.05152177,0.02900498,0.02901603,0.04688829,0.06311987,0.05928598,0.044098,0.038254722,0.045342,0.039525015
GGYVTHJIUNGKFZ-UHFFFAOYSA-N,8.838,0.19789466,0.082916475,0.082916475,0.13801952,0.118688874,0.11859405,0.12913527,0.19659668,0.19233854,0.04292571,0.04686132,0.04688899,0.03829544,0.05778224,0.05364603,0.079451,,0.082725,0.091713123
GJNGXPDXRVXSEH-UHFFFAOYSA-N,4.528,0.14279376,0.063697396,0.063697396,0.07070799,0.045239456,0.041461952,0.062308215,0.0733208,0.08353755,0.02321082,,0.02580838,0.03879722,,,0.065948,0.070275563,0.065367,0.068296132
GJRQTCIYDGXPES-UHFFFAOYSA-N,5.595,0.1678024,0.066173208,0.066173208,0.12193322,0.114208974,0.11421332,0.12106246,0.1607109,0.15755256,0.03806518,0.0439564,0.04396445,0.0371252,0.04734685,0.04387857,0.064658,0.075896118,0.065925,0.07535964
GNKZMNRKLCTJAY-UHFFFAOYSA-N,5.817,0.16066715,0.067670323,0.067670323,0.109440625,0.098396696,0.09839739,0.10481126,0.16017327,0.14994133,0.03293671,0.040151,0.04015195,0.0323143,0.04593329,0.04070258,0.06697,0.080907225,0.067698,0.077592657
GNOIPBMMFNIUFM-UHFFFAOYSA-N,10.91,,0.093197462,0.093197462,0.26576227,0.15826184,0.18754418,0.18628179,0.25453642,0.20133115,0.08403476,,0.06353301,0.0505029,,,0.087323,0.106044057,0.092117,0.101656074
GOBGVVAHHOUMDK-UHFFFAOYSA-N,3.262,0.10231261,0.053145121,0.053145121,0.07689077,0.085278615,0.08527899,0.06416058,0.10091007,0.10449751,0.02312584,0.036104,0.03610375,0.02481216,0.03015574,0.03094671,0.043259,0.050564074,0.046271,0.049048252
GOOHAUXETOMSMM-VKHMYHEASA-N,5.217,0.12720728,0.074468817,0.074468817,0.110466555,0.096033305,0.09603389,0.10107448,0.16345711,0.13978466,0.03113771,0.03706051,0.03706115,0.02744667,0.04256479,0.03561248,0.059398,0.063550754,0.058912,0.061588791
GPHQHTOMRSGBNZ-UHFFFAOYSA-N,5.395,0.13765675,0.057457259,0.057457259,0.07776282,0.042864762,0.042863153,0.05223305,0.0767239,0.08418768,0.02199493,0.02912814,0.02912985,0.03406202,0.03054238,0.0312807,0.061316,,0.060328,0.034278403
GPRYKVSEZCQIHD-UHFFFAOYSA-N,6.395,0.16978046,0.071701535,0.071701535,0.112327695,0.10208289,0.10206146,0.109334774,0.16811816,0.16088536,0.03763561,0.04174331,0.04174488,0.03385571,0.0495479,0.04614416,0.073118,0.081112568,0.073032,0.078059353
GPTVQTPMFOLLOA-UHFFFAOYSA-N,4.039,0.10209058,0.047801969,0.047801969,0.09046456,0.06400818,0.06306498,0.07671169,0.15118775,0.13414001,0.02237235,,0.0236558,0.0187436,,,0.043161,0.048832818,0.045451,0.048433337
GRIXINIGTYIHSN-UHFFFAOYSA-N,6.181,0.16596499,0.068094831,0.068094831,0.13145871,0.11923745,0.11706901,0.13038403,0.1612394,0.1588676,0.05712918,,0.05481864,0.05115064,,,0.070024,0.063172587,,0.061962448
GRTGGSXWHGKRSB-UHFFFAOYSA-N,2.862,0.08305241,0.03794827,0.03794827,0.083597586,0.0746975,0.061186776,0.07215286,0.12030636,0.1112743,0.03627968,,0.03482836,0.02620316,,,0.038413,0.032867411,0.04069,0.033319054
GSCLMSFRWBPUSK-VKHMYHEASA-N,5.217,0.1661089,0.070748368,0.070748368,0.10795368,0.096808076,0.09676937,0.101941146,0.14056998,0.13447851,0.04565667,0.04312429,0.04312444,0.03820348,0.05399944,0.04920056,0.066151,0.077609257,0.067539,0.076737634
GUVUOGQBMYCBQP-UHFFFAOYSA-N,9.261,0.20849304,0.083166654,0.083166654,0.14376056,0.13215032,0.13190073,0.14191654,0.19947785,0.19629669,0.04690471,0.05070765,0.05061367,0.04083388,0.06455194,0.06453854,0.079299,0.069846765,0.082353,0.069432022
GXMIHVHJTLPVKL-UHFFFAOYSA-N,8.083,0.18904853,0.076106433,0.076106433,0.1378969,0.10577909,0.105636045,0.12822735,0.19867614,0.19611876,0.0418214,0.04113883,0.04126361,0.03687676,0.05791861,0.05570069,0.077949,,0.080856,0.088164077
GYCPLYCTMDTEPU-UHFFFAOYSA-N,4.373,,0.044231106,0.044231106,0.10963141,0.061269656,0.051870033,0.08268658,0.07994281,0.09475781,0.02827067,,0.03199974,0.03477817,,,0.051694,,0.051412,0.063237218
GZPHSAQLYPIAIN-UHFFFAOYSA-N,5.284,0.14149278,0.061369868,0.061369868,0.075969055,0.048515752,0.048515238,0.055516142,0.07491778,0.08267624,0.02217005,0.02909446,0.02909603,0.0362858,0.03034769,0.03134904,0.064486,0.076732433,0.063474,0.073458468
HATLLUIOEIXWGD-UHFFFAOYSA-N,7.994,,0.073387557,0.073387557,0.14779031,0.10830258,0.096996486,0.109536916,0.12912402,0.14620768,0.04755502,,0.04479071,0.05600725,,,0.075718,0.088676499,0.075713,0.086482351
HBNYJWAFDZLWRS-UHFFFAOYSA-N,2.924,0.09554624,0.031511382,0.031511382,0.10743682,0.07585518,0.08660348,0.056040533,0.10970886,0.08466606,0.03753066,,0.02767616,0.02650646,,,0.034533,0.031178677,0.035303,0.033686715
HCEKGPAHZCYRBZ-UHFFFAOYSA-N,4.906,0.14667475,0.061335552,0.061335552,0.092462026,0.08665958,0.086660385,0.092981994,0.1394507,0.13136053,0.02827439,0.03522335,0.03522507,0.02744958,0.03831516,0.03380008,0.060764,0.060390426,0.06078,0.058667319
HCFAJYNVAYBARA-UHFFFAOYSA-N,5.595,0.1606822,0.067295757,0.067295757,0.10707194,0.09429725,0.09405842,0.10428372,0.15928048,0.15408109,0.03178223,0.0386009,0.0386271,0.0299391,0.04657453,0.03825299,0.063129,0.003098838,0.065182,0.007307478
HCIBTBXNLVOFER-UHFFFAOYSA-N,8.172,0.09808296,0.065308236,0.065308236,0.09506367,0.09564476,0.09539232,0.096842036,0.128109,0.11930399,0.03867081,0.04114207,0.04115997,0.03016878,0.041758,0.04241977,0.078757,,0.08163,0.087023333
HCJXEOFLVIFFDG-UHFFFAOYSA-N,8.283,0.19926724,0.084597242,0.084597242,0.1381731,0.123093896,0.12300409,0.13211362,0.1928339,0.18825933,0.05813744,0.04960838,0.0496594,0.05123343,0.06991103,0.06785295,0.080672,0.096427682,,0.094919627
HEDRZPFGACZZDS-UHFFFAOYSA-N,0.824,0.03181486,0.018067447,0.018067447,0.023957605,0.018365458,0.023627512,0.022495456,0.029142443,0.027420418,0.02178989,,0.01906149,0.01403999,,,0.013311,0.011114458,0.011247,0.011976728
HFZKOYWDLDYELC-UHFFFAOYSA-N,4.084,0.12731367,0.065534523,0.065534523,0.121037036,0.1236217,0.123580374,0.14024457,0.13986441,0.13174045,0.06104388,0.05998821,0.0599887,0.05757628,0.06931786,0.07082668,0.061566,0.071344902,0.061392,0.067889999
HGCIXCUEYOPUTN-UHFFFAOYSA-N,1.24,0.1154741,0.036493014,0.036493014,0.091453895,0.032145165,0.03215288,0.06929777,0.115437396,0.1191595,0.02680876,0.01339413,0.01338794,0.02244123,0.04184608,0.04241886,0.030368,,0.031418,0.032714036
HHAISVSEJFEWBZ-UHFFFAOYSA-N,4.795,0.14618006,0.059594641,0.059594641,0.08268072,0.0751502,0.07513585,0.08430346,0.12924191,0.12132226,0.02359532,0.03010339,0.03011719,0.02324858,0.03352237,0.02919262,0.057093,0.067150103,0.056858,0.064462244
HHEIMYAXCOIQCJ-UHFFFAOYSA-N,5.373,0.1670991,0.067671991,0.067671991,0.124676906,0.11695551,0.11692033,0.12289534,0.16690882,0.16345643,0.0394563,0.04485563,0.04485855,0.03767901,0.049294,0.0454366,0.064584,0.069444727,0.065582,0.067560861
HHVIBTZHLRERCL-UHFFFAOYSA-N,6.172,0.17566128,0.071747135,,0.16415487,0.16799238,0.18527527,0.17560147,0.20955531,0.20939668,0.0456957,,0.06485772,0.04916823,,,0.066896,0.082075882,0.066157,0.072534323
HJOVHMDZYOCNQW-UHFFFAOYSA-N,6.93,0.18259326,0.071862744,0.071862744,0.11469014,0.09875554,0.09873915,0.112969354,0.1790745,0.1679278,0.03702656,0.04104354,0.04104478,0.03490408,0.05469586,0.0485559,0.072898,0.010514242,0.073636,0.012336555
HKTSLDUAGCAISP-UHFFFAOYSA-N,6.283,0.17956169,0.067613525,0.067613525,0.134051,0.13711046,0.13710238,0.1424636,0.16148388,0.16119193,0.05379455,0.05757667,0.05754087,0.05521193,0.06096742,0.06051278,0.071066,,,0.056422729
HLDBHWJNZHGZMV-LLVKDONJSA-N,7.622,0.20093256,0.043749843,0.043749843,0.21244949,0.21530357,0.2235137,0.2222983,0.23136628,0.24498539,0.06071911,,0.0704187,0.05177216,,,0.074737,0.080603675,0.076329,0.074647053
HLDBHWJNZHGZMV-UHFFFAOYSA-N,7.6,0.2009307,0.043917729,0.043917729,0.21305865,0.21555163,0.22361039,0.2222539,0.23158059,0.2455889,,,,,,,,,,0.087831116
HMIBQFXWSUBFTG-UHFFFAOYSA-N,7.105,0.17523131,0.073681679,0.073681679,0.12044676,0.09715556,0.09700388,0.112136,0.1809861,0.16540226,0.04708786,0.04309696,0.04315535,0.03842781,0.05485145,0.05416597,0.075765,,0.075717,0.090742004
HNJBEVLQSNELDL-UHFFFAOYSA-N,8.854,0.2009108,0.082569817,0.082569817,0.13285804,0.11440398,0.118234195,0.1316114,0.18371066,0.18083674,0.04209484,0.04649461,0.04801571,0.0405045,0.05282469,0.04985567,0.078217,0.096355045,0.080397,0.095250131
HONIICLYMWZJFZ-UHFFFAOYSA-N,8.816,0.15930441,0.073446657,0.073446657,0.08964313,0.06907147,0.069056116,0.041732814,0.13543962,0.1536145,0.04142887,0.04196058,0.0419603,0.04115077,0.05555828,0.05876653,0.073646,0.081300183,0.069725,0.078251791
HPMLGNIUXVXALD-UHFFFAOYSA-N,2.418,0.15667233,0.053236753,0.053236753,0.101609886,0.09843862,0.09843212,0.10062176,0.12900461,0.12187219,0.04147244,0.04236799,0.04236294,0.03981258,0.05076935,0.04805393,0.057537,0.064297653,0.056223,0.061332921
HPNMFZURTQLUMO-UHFFFAOYSA-N,7.872,0.15640233,0.066467053,0.066467053,0.090957604,0.064940766,0.064909704,0.031901248,0.14101791,0.16538513,0.04001432,0.03554611,0.03583691,0.03673405,0.05839214,0.06126698,0.068762,0.0655996,,0.06440701
HPXRVTGHNJAIIH-UHFFFAOYSA-N,5.562,0.1625418,0.068323291,0.068323291,0.09450968,0.073625386,0.07360989,0.08208935,0.16005036,0.15840328,0.02970959,0.03593163,0.03593259,0.02344187,0.04320346,0.0403403,0.065394,0.073574108,0.064482,0.070401971
