ADBSTNAYQBHUDD-UHFFFAOYSA-N,0.095173,-0.059364
AFBPFSWMIHJQDM-UHFFFAOYSA-N,0.072803,-0.04167
AMCTWDASUQVRCQ-UHFFFAOYSA-N,0.113492,-0.031064
ARCZSDSOONGBRX-UHFFFAOYSA-N,0.101928,-0.05928
ASHGTJPOSUFTGB-UHFFFAOYSA-N,0.102522,-0.048167
ASSKVPFEZFQQNQ-UHFFFAOYSA-N,0.109388,-0.069731
ATHHXGZTWNVVOU-UHFFFAOYSA-N,0.09256,-0.077368
BACKYMNXXFPCRL-UHFFFAOYSA-N,0.098699,-0.057031
BAYGVMXZJBFEMB-UHFFFAOYSA-N,0.117476,-0.034459
BCQZXOMGPXTTIC-PVQJCKRUSA-N,0.07295,-0.0125
BDERNNFJNOPAEC-UHFFFAOYSA-N,0.086488,-0.063246
BKZXZGWHTRCFPX-UHFFFAOYSA-N,0.083492,-0.045773
BPRYUXCVCCNUFE-UHFFFAOYSA-N,0.093149,-0.047208
BTANRVKWQNVYAZ-SCSAIBSYSA-N,0.080183,-0.063692
BTJIUGUIPKRLHP-UHFFFAOYSA-N,0.126215,-0.060234
BYEAHWXPCBROCE-UHFFFAOYSA-N,0.119515,-0.036247
CHZCERSEMVWNHL-UHFFFAOYSA-N,0.122251,-0.074234
CRBJBYGJVIBWIY-UHFFFAOYSA-N,0.093203,-0.048105
CUYKNJBYIJFRCU-UHFFFAOYSA-N,0.081825,-0.072925
CVNOWLNNPYYEOH-UHFFFAOYSA-N,0.123165,-0.071751
CYCKHTAVNBPQDB-UHFFFAOYSA-N,0.096207,-0.054678
DIBFBUQGVMZWTM-UHFFFAOYSA-N,0.128999,-0.063138
DIKBFYAXUHHXCS-UHFFFAOYSA-N,0.068136,-0.011113
DKGAVHZHDRPRBM-UHFFFAOYSA-N,0.08117,-0.063838
DMBHHRLKUKUOEG-UHFFFAOYSA-N,0.081477,-0.029097
DNJIEGIFACGWOD-UHFFFAOYSA-N,0.042587,-0.039361
DPJCXCZTLWNFOH-UHFFFAOYSA-N,0.095589,-0.061519
DPOZWTRVXPUOQW-UHFFFAOYSA-N,0.062589,-0.016002
DTQVDTLACAAQTR-UHFFFAOYSA-N,0.13348,-0.043862
FCLOSAGZCUDMFV-UHFFFAOYSA-N,0.09549,-0.061891
FDDDTDSPQXLQFY-UHFFFAOYSA-N,0.078477,-0.058455
FDQQNNZKEJIHMS-UHFFFAOYSA-N,0.098868,-0.051374
FLFWJIBUZQARMD-UHFFFAOYSA-N,0.110964,-0.054963
FMVJYQGSRWVMQV-UHFFFAOYSA-N,0.077517,-0.061892
FMWLUWPQPKEARP-UHFFFAOYSA-N,0.068259,-0.012281
FOCAUTSVDIKZOP-UHFFFAOYSA-N,0.116116,-0.050972
FORKADXOPFAOHL-UHFFFAOYSA-N,0.09911,-0.056711
FPTMVKXIMZNRJX-UHFFFAOYSA-N,0.107952,-0.052553
FQAMAOOEZDRHHB-UHFFFAOYSA-N,0.070651,-0.012931
FQDXJYBXPOMIBX-UHFFFAOYSA-N,0.115034,-0.041696
FUZZWVXGSFPDMH-UHFFFAOYSA-N,0.102606,-0.063122
FVLAYJRLBLHIPV-UHFFFAOYSA-N,0.09483,-0.066106
FZERHIULMFGESH-UHFFFAOYSA-N,0.095753,-0.070537
GAZZTEJDUGESGQ-UHFFFAOYSA-N,0.07733,-0.054971
GBNHEBQXJVDXSW-UHFFFAOYSA-N,0.122672,-0.030858
GGDYAKVUZMZKRV-UHFFFAOYSA-N,0.09882,-0.048791
GMQVFHZSXKJCIV-UHFFFAOYSA-N,0.115549,-0.038472
GRHBQAYDJPGGLF-UHFFFAOYSA-N,0.116662,-0.025427
GZFGOTFRPZRKDS-UHFFFAOYSA-N,0.113287,-0.039037
HAPOVYFOVVWLRS-SSDOTTSWSA-N,0.094045,-0.060703
HEDRZPFGACZZDS-UHFFFAOYSA-N,0.068135,-0.011246
HGMZSFCASNYDHK-UHFFFAOYSA-N,0.107921,-0.071528
HMNKTRSOROOSPP-UHFFFAOYSA-N,0.102186,-0.048426
HOLHYSJJBXSLMV-UHFFFAOYSA-N,0.095031,-0.047972
HORNXRXVQWOLPJ-UHFFFAOYSA-N,0.111856,-0.039579
HPXRVTGHNJAIIH-UHFFFAOYSA-N,0.082394,-0.064485
HUVAAOZUPLEYBH-UHFFFAOYSA-N,0.088089,-0.073169
HXDOZKJGKXYMEW-UHFFFAOYSA-N,0.102228,-0.048601
ICKWICRCANNIBI-UHFFFAOYSA-N,0.103022,-0.033493
ICSNLGPSRYBMBD-UHFFFAOYSA-N,0.085181,-0.065143
IDSKMUOSMAUASS-XIXRPRMCSA-N,0.061845,-0.017967
IKEHOXWJQXIQAG-UHFFFAOYSA-N,0.103164,-0.033261
ISPYQTSUDJAMAB-UHFFFAOYSA-N,0.087796,-0.041775
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,0.105047,-0.046416
IUGYQRQAERSCNH-UHFFFAOYSA-N,0.102902,-0.061612
IWDCLRJOBJJRNH-UHFFFAOYSA-N,0.102738,-0.048241
IZUPBVBPLAPZRR-UHFFFAOYSA-N,0.106712,-0.036119
IZXIZTKNFFYFOF-UHFFFAOYSA-N,0.089114,-0.078918
JBIJLHTVPXGSAM-UHFFFAOYSA-N,0.082889,-0.034458
JITPLZPWKYUTDM-UHFFFAOYSA-N,0.077834,-0.063462
JPGQOUSTVILISH-SFOWXEAESA-N,0.069117,-0.01738
JTPZTKBRUCILQD-UHFFFAOYSA-N,0.075424,-0.081508
JWAZRIHNYRIHIV-UHFFFAOYSA-N,0.105304,-0.043846
JXTHNDFMNIQAHM-UHFFFAOYSA-N,0.123226,-0.0447
KAESVJOAVNADME-UHFFFAOYSA-N,0.093945,-0.042423
KFTODZKBBUMDQB-PVQJCKRUSA-N,0.070241,-0.016426
KFZMGEQAYNKOFK-UHFFFAOYSA-N,0.083706,-0.063573
KJCVRFUGPWSIIH-UHFFFAOYSA-N,0.107698,-0.037624
KJRCEJOSASVSRA-UHFFFAOYSA-N,0.041868,-0.039454
KKHBRTFQIYIHEI-UHFFFAOYSA-N,0.097035,-0.058154
KLSLBUSXWBJMEC-UHFFFAOYSA-N,0.101646,-0.048834
KMUZWGCQPPCIKM-UHFFFAOYSA-N,0.064995,-0.085776
KPSSIOMAKSHJJG-UHFFFAOYSA-N,0.088182,-0.054894
KPWDGTGXUYRARH-UHFFFAOYSA-N,0.094476,-0.048333
KUAYZLXOOIEGDN-UHFFFAOYSA-N,0.116308,-0.058643
KUFFULVDNCHOFZ-UHFFFAOYSA-N,0.093972,-0.049683
KWRGMBARTDLYSH-UHFFFAOYSA-N,0.070601,-0.061347
KZNICNPSHKQLFF-UHFFFAOYSA-N,0.096425,-0.058413
KZXAMWRVRHIWBN-UHFFFAOYSA-N,0.075973,-0.03932
LBKPGNUOUPTQKA-UHFFFAOYSA-N,0.088013,-0.061934
LBUJPTNKIBCYBY-UHFFFAOYSA-N,0.068819,-0.045258
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,0.086476,-0.063264
LHNPDXSWOZFOAO-UHFFFAOYSA-N,0.127387,-0.038836
LJXQPZWIHJMPQQ-UHFFFAOYSA-N,0.077558,-0.057301
LJZPPWWHKPGCHS-UHFFFAOYSA-N,0.070261,-0.029848
LKKHEZBRRGJBGH-UHFFFAOYSA-N,0.086185,-0.041143
LMYRWZFENFIFIT-UHFFFAOYSA-N,0.085691,-0.063216
LNDJVIYUJOJFSO-UHFFFAOYSA-N,0.09623,-0.056927
LOCWBQIWHWIRGN-UHFFFAOYSA-N,0.10623,-0.063109
LORVDQSPQDOFQN-UHFFFAOYSA-N,0.097025,-0.057416
LRHPLDYGYMQRHN-UHFFFAOYSA-N,0.086157,-0.06339
LTLVZQZDXQWLHU-UHFFFAOYSA-N,0.067809,-0.026695
MARUHZGHZWCEQU-UHFFFAOYSA-N,0.121854,-0.057912
MCROFHCOHPROAE-UHFFFAOYSA-N,0.095955,-0.061583
MESJRHHDBDCQTH-UHFFFAOYSA-N,0.098931,-0.053065
MFXVLTAAMOAZMS-UHFFFAOYSA-N,0.066332,-0.084388
MIHJCLQINRFOLX-UHFFFAOYSA-N,0.120111,-0.056927
MIIWISWSCMVZHG-UHFFFAOYSA-N,0.117363,-0.022333
MKGAYPNWSNNENI-UHFFFAOYSA-N,0.085474,-0.070205
MNOJRWOWILAHAV-UHFFFAOYSA-N,0.11218,-0.038814
MOZAVBNQQPUPNA-UHFFFAOYSA-N,0.09436,-0.059173
MSXVEPNJUHWQHW-UHFFFAOYSA-N,0.079785,-0.06425
MWCGLTCRJJFXKR-UHFFFAOYSA-N,0.097515,-0.049049
NAKQCFRTJSBUPT-UHFFFAOYSA-N,0.122006,-0.065779
NBUKAOOFKZFCGD-UHFFFAOYSA-N,0.097113,-0.047404
NBXDXMFYTJNWCS-UHFFFAOYSA-N,0.117853,-0.021989
NDKGUMMLYBINOC-UWTATZPHSA-N,0.063027,-0.032523
NHEUXRXASLPKGO-UHFFFAOYSA-N,0.095232,-0.062174
NHQDETIJWKXCTC-UHFFFAOYSA-N,0.079004,-0.041581
NKTOLZVEWDHZMU-UHFFFAOYSA-N,0.094348,-0.049121
NLHAIPFBNQZTMY-UHFFFAOYSA-N,0.100044,-0.055876
NRKYWOKHZRQRJR-UHFFFAOYSA-N,0.107295,-0.061523
NTDQQZYCCIDJRK-UHFFFAOYSA-N,0.102574,-0.048395
NUKYPUAOHBNCPY-UHFFFAOYSA-N,0.090945,-0.0797
NWVVVBRKAWDGAB-UHFFFAOYSA-N,0.101613,-0.049084
NXXYKOUNUYWIHA-UHFFFAOYSA-N,0.095199,-0.045567
OCGWWLDZAFOHGD-UHFFFAOYSA-N,0.102881,-0.053841
OCVLSHAVSIYKLI-UHFFFAOYSA-N,0.103076,-0.053273
ODAJDDMWMREWGL-UHFFFAOYSA-N,0.119317,-0.035052
ODFFPRGJZRXNHZ-UHFFFAOYSA-N,0.101804,-0.038077
ODSXJQYJADZFJX-UHFFFAOYSA-N,0.127133,-0.026717
OGRAOKJKVGDSFR-UHFFFAOYSA-N,0.100231,-0.042626
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,0.089035,-0.08027
OKKJLVBELUTLKV-UHFFFAOYSA-N,0.086967,-0.063199
OLBCVFGFOZPWHH-UHFFFAOYSA-N,0.092514,-0.042113
OSASVXMJTNOKOY-UHFFFAOYSA-N,0.087063,-0.051284
OWIKHYCFFJSOEH-UHFFFAOYSA-N,0.108912,-0.035499
OYRRZWATULMEPF-UHFFFAOYSA-N,0.096648,-0.071988
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,0.079129,-0.037745
PBGKNXWGYQPUJK-UHFFFAOYSA-N,0.101694,-0.056697
PEEHTFAAVSWFBL-UHFFFAOYSA-N,0.100519,-0.05249
PERWAYOEWJEJNO-UHFFFAOYSA-N,0.089888,-0.063144
PGJYYCIOYBZTPU-UHFFFAOYSA-N,0.102247,-0.04807
PPWNCLVNXGCGAF-UHFFFAOYSA-N,0.057652,-0.034744
PRDFNJUWGIQQBW-UHFFFAOYSA-N,0.088895,-0.015536
PSOSICZGLLPDFA-UHFFFAOYSA-N,0.103175,-0.054903
PXSGFTWBZNPNIC-UHFFFAOYSA-N,0.113812,-0.051794
PYEHNKXDXBNHQQ-UHFFFAOYSA-N,0.096295,-0.073911
PZPYIRQFCOFLGJ-UHFFFAOYSA-N,0.078819,-0.055798
QGZKDVFQNNGYKY-UHFFFAOYSA-N,0.055473,-0.074571
